stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
70301009691,,"Berlin, Wilhelminenhofstr./ Edisonstr.",,52.461796,13.514015,0,900000181701,
70301009692,,"Berlin, Brückenstr.",,52.458577,13.512065,0,900000192506,
70301009693,,S Schöneweide (Berlin) [Vorplatz],,52.455425,13.511839,0,900000192701,
70301009694,,S Schöneweide/Sterndamm (Berlin),,52.453921,13.509993,0,900000194006,
70301009695,,"Berlin, Pietschkerstr.",,52.450654,13.508219,0,900000194522,
70301009696,,"Berlin, Sterndamm/Königsheideweg",,52.446657,13.506656,0,900000194007,
70301009697,,"Berlin, Johannisthal Kirche",,52.444398,13.504063,0,900000194506,
70301009698,,"Berlin, Mühlbergstr.",,52.441657,13.503367,0,900000194521,
70301009699,,"Berlin, Haeckelstr",,52.440223,13.505127,0,900000194712,
70301009700,,"Berlin, Haeckelstr.",,52.440717,13.505909,0,900000194012,
70301009702,,"Berlin, Haeckelstr.",,52.441253,13.506148,0,900000194713,
70301009703,,"Berlin, Herweghstr.",,52.444127,13.505584,0,900000194520,
70301009704,,"Berlin, Sterndamm/Königsheideweg",,52.446657,13.506656,0,900000194007,
70301009705,,"Berlin, Pietschkerstr.",,52.450654,13.508219,0,900000194522,
70301009706,,S Schöneweide/Sterndamm (Berlin),,52.453921,13.509993,0,900000194006,
70301009707,,S Schöneweide (Berlin) [Vorplatz],,52.455425,13.511839,0,900000192701,
70301009708,,"Berlin, Brückenstr.",,52.458577,13.512065,0,900000192506,
70301009709,,"Berlin, Alt-Schmöckwitz",,52.375918,13.649118,0,900000185001,
70301009710,,"Berlin, Zum Seeblick",,52.379177,13.644231,0,900000185501,
70301009712,,"Berlin, Adlergestell/Vetschauer Allee",,52.386162,13.633782,0,900000185503,
70301009713,,"Berlin, Lübbenauer Weg",,52.391313,13.634942,0,900000185504,
70301009714,,"Berlin, Schappachstr.",,52.394618,13.631876,0,900000185505,
70301009715,,"Berlin, Richtershorn",,52.401006,13.624883,0,900000186501,
70301009716,,"Berlin, Strandbad Grünau",,52.408701,13.604356,0,900000186502,
70301009717,,"Berlin, Regattastr./Sportpromenade",,52.410616,13.597694,0,900000186503,
70301009718,,"Berlin, Regattatribünen",,52.411597,13.587568,0,900000186504,
70301009719,,S Grünau (Berlin) [Adlergestell],,52.413131,13.575091,0,900000186701,
70301009720,,"Berlin, Wassersportallee",,52.416302,13.579923,0,900000186002,
70301009721,,"Berlin, Regattastr./Schule",,52.42039,13.577996,0,900000186505,
70301009722,,"Berlin, Friedrich-Wolf-Str.",,52.424753,13.575006,0,900000186506,
70301009723,,"Berlin, Betonwerk",,52.42923,13.57221,0,900000180521,
70301009724,,"Berlin, Rosenweg",,52.434391,13.571394,0,900000180522,
70301009725,,"Berlin, Vollkropfgraben",,52.438513,13.571585,0,900000180523,
70301009726,,"Berlin, Glienicker Str.",,52.441074,13.570279,0,900000180524,
70301009727,,"Berlin, Köllnischer Platz",,52.444575,13.569256,0,900000180012,
70301009728,,S Köpenick (Berlin) [Tram Stellingdamm],,52.458934,13.580934,0,900000180701,
70301009729,,"Berlin, Hirtestr.",,52.458878,13.583787,0,900000180716,
70301009730,,"Berlin, Glienicker Str.",,52.441074,13.570279,0,900000180524,
70301009731,,"Berlin, Hirtestr./Janitzkystr.",,52.461588,13.584119,0,900000180513,
70301009732,,"Berlin, Köllnischer Platz",,52.444575,13.569256,0,900000180012,
70301009733,,"Berlin, Vollkropfgraben",,52.438513,13.571585,0,900000180523,
70301009734,,"Berlin, Rosenweg",,52.434391,13.571394,0,900000180522,
70301009735,,"Berlin, Betonwerk",,52.42923,13.57221,0,900000180521,
70301009736,,"Berlin, Friedrich-Wolf-Str.",,52.424753,13.575006,0,900000186506,
70301009737,,"Berlin, Regattastr./Schule",,52.42039,13.577996,0,900000186505,
70301009738,,"Berlin, Wassersportallee",,52.416302,13.579923,0,900000186002,
70301009739,,S Grünau (Berlin) [Adlergestell],,52.413131,13.575091,0,900000186701,
70301009740,,"Berlin, Regattatribünen",,52.411597,13.587568,0,900000186504,
70301009741,,"Berlin, Regattastr./Sportpromenade",,52.410616,13.597694,0,900000186503,
70301009742,,"Berlin, Strandbad Grünau",,52.408701,13.604356,0,900000186502,
70301009743,,"Berlin, Richtershorn",,52.401006,13.624883,0,900000186501,
70301009744,,"Berlin, Schappachstr.",,52.394618,13.631876,0,900000185505,
70301009745,,"Berlin, Lübbenauer Weg",,52.391313,13.634942,0,900000185504,
70301009746,,"Berlin, Adlergestell/Vetschauer Allee",,52.386162,13.633782,0,900000185503,
70301009748,,"Berlin, Zum Seeblick",,52.379177,13.644231,0,900000185501,
70301009749,,"Berlin, Alt-Schmöckwitz",,52.374657,13.649335,0,900000185702,
70301009750,,"Berlin, Loeperplatz",,52.520071,13.479922,0,900000160017,
70301009751,,"Berlin, Scheffelstr./Paul-Junius-Str.",,52.520498,13.473807,0,900000160538,
70301009752,,"Berlin, James-Hobrecht-Str.",,52.520161,13.466945,0,900000120539,
70301009753,,"Berlin, Proskauer Str.",,52.519858,13.463119,0,900000120538,
70301009754,,"Berlin, Bersarinplatz [Weidenweg]",,52.519072,13.454661,0,900000120816,
70301009755,,"Berlin, Bersarinplatz [Weidenweg]",,52.519072,13.454661,0,900000120816,
70301009756,,"Berlin, Proskauer Str.",,52.519858,13.463119,0,900000120538,
70301009757,,"Berlin, James-Hobrecht-Str.",,52.520161,13.466945,0,900000120539,
70301009758,,"Berlin, Scheffelstr./Paul-Junius-Str.",,52.520498,13.473807,0,900000160538,
70301009759,,"Berlin, Loeperplatz",,52.520071,13.479922,0,900000160017,
70301009760,,"Berlin, Allee der  Kosmonauten/Rhinstr.",,52.525865,13.518443,0,900000171709,
70301009761,,"Berlin, Allee der  Kosmonauten/Rhinstr.",,52.525865,13.518443,0,900000171709,
70301009762,,"Berlin, Betriebshof Marzahn",,52.549006,13.583714,0,900000170010,
70301009763,,"Berlin, Betriebshof Marzahn",,52.549006,13.583714,0,900000170010,
70301009769,,S Nordbahnhof (Berlin),,52.531672,13.388798,0,900000007104,
70301009770,,"Berlin, Virchowstr.",,52.525175,13.442166,0,900000120017,
70301009771,,"Berlin, Virchowstr.",,52.525175,13.442166,0,900000120017,
70301009775,,"Berlin, Greifswalder Str./Danziger Str.",,52.536,13.433466,0,900000110020,
70301009780,,"Berlin, Gehrenseestr.",,52.550015,13.508559,0,900000150504,
70301009781,,"Berlin, Hohenschönhauser Str/Weißenseer Weg",,52.536299,13.474395,0,900000150712,
70301009782,,"Berlin, Hohenschönhauser Str/Weißenseer Weg",,52.536299,13.474395,0,900000150712,
70301009783,,S Nordbahnhof (Berlin),,52.531672,13.388798,0,900000007104,
70301009786,,"Berlin, Altes Wasserwerk",,52.447758,13.639371,0,900000182005,
70301009792,,"Berlin, Gotlindestr.",,52.518118,13.499392,0,900000160523,
70301009797,,U Eberswalder Str./Pappelallee (Berlin),,52.541498,13.412833,0,900000110009,
70301009798,,"Berlin, Herzbergstr./Siegfriedstr.",,52.526227,13.499963,0,900000160012,
70301009800,,"Berlin, Pastor-Niemöller-Platz",,52.579628,13.397303,0,900000131005,
70301009802,,"Berlin, Zingster Str.",,52.572356,13.495165,0,900000151003,
70301009808,,"Berlin, Forckenbeckplatz",,52.520405,13.459571,0,900000120542,
70301009809,,"Berlin, Forckenbeckplatz",,52.520405,13.459571,0,900000120542,
70301009813,,S Hackescher Markt (Berlin),,52.522607,13.402358,0,900000100002,
70301009815,,"Berlin, Am Kupfergraben",,52.519418,13.395391,0,900000100038,
70301009821,,"Berlin, Welsestr.",,52.569174,13.525544,0,900000152003,
70301009822,,U Naturkundemuseum (Berlin) [Chausseestr.],,52.530277,13.38374,0,900000100710,
70301009823,,"Berlin, Mendelstr.",,52.575061,13.419345,0,900000130520,
70301009824,,"Berlin, Mendelstr.",,52.575061,13.419345,0,900000130520,
70301009908,,"Berlin, Friedrich-Ludw.-Jahn-Sportpark",,52.541434,13.406216,0,900000110718,
70301009958,,"Berlin, Alt-Schmöckwitz",,52.375088,13.650026,0,900000185701,
70301009983,,"Berlin, Müggelseedamm/Bölschestr.",,52.447372,13.624324,0,900000182004,
70401000001,,S Wannsee Bhf (Berlin),,52.421457,13.179099,0,900000053301,
70401000002,,"Berlin, Alt-Kladow",,52.454315,13.144273,0,900000039102,
70401000003,,"Berlin, Wilhelmstrand",,52.474104,13.49682,0,900000181006,
70401000004,,"Berlin, Baumschulenstr./Fähre",,52.471882,13.494787,0,900000191513,
70401000005,,"Berlin, Müggelbergallee",,52.418454,13.588996,0,900000180014,
70401000006,,"Berlin, Wassersportallee",,52.416302,13.579923,0,900000186002,
70401000007,,"Berlin, Zum Seeblick",,52.379177,13.644231,0,900000185501,
